gender,carType,carCat,job,cover,age,nYears,carVal,density,claimNumbMD,pred_claim_prob,pred_cond_sev,pred_expected_loss,pct_rank,action_band
Female,C,Small,Retired,0,52,15,20720,19.2164848,0,0.1250351948611569,509.59471850309876,63.717274928251356,0.01303786227496569,4-Low Risk (Bottom 20%)
Female,B,Small,Unemployed,0,30,1,20355,73.25249905,0,0.5255733271259498,441.0493309570542,231.80376429777317,0.6256559296036167,3-Standard (20-80%)
Male,D,Small,Employed,0,22,4,12625,132.7922667,0,0.7352641690825283,604.4160718981333,444.40548088430666,0.9108743037054977,2-Medium Review (80-95%)
Male,B,Small,Employed,1,28,0,13900,293.5560359,0,0.7170845163157641,582.1516368333309,417.45192492105946,0.8914184225397594,2-Medium Review (80-95%)
Male,B,Small,Self-employed,0,30,4,8625,70.87357842,0,0.43158839670148264,468.53567154991157,202.21455928167882,0.5454508759183014,3-Standard (20-80%)
Female,A,Small,Employed,1,41,0,29395,56.70111618,0,0.3416058313721236,315.23533640366935,107.68622917004652,0.15734237507063858,4-Low Risk (Bottom 20%)
Male,A,Small,Unemployed,0,20,0,7885,207.1446249,0,0.7985926016823551,937.0596595376524,748.3289114417557,0.9979817550657948,1-Highest Review (Top 5%)
Female,A,Medium,Housewife,1,31,13,21690,23.21820596,0,0.33117131498321906,266.92575896691824,88.3981545999681,0.07794461935900542,4-Low Risk (Bottom 20%)
Male,D,Medium,Retired,1,72,0,21950,34.93212226,0,0.1817480061105275,573.0754251849614,104.15531587830951,0.14103495600226043,4-Low Risk (Bottom 20%)
Female,A,Large,Retired,1,75,10,8810,99.57981885,0,0.1376353513562677,549.6226792254024,75.64751056856147,0.03737789618148058,4-Low Risk (Bottom 20%)
Male,B,Medium,Self-employed,1,43,2,17360,33.65195213,0,0.2788736016092076,362.79703193442367,101.17451494868344,0.12872366190360862,4-Low Risk (Bottom 20%)
Female,D,Medium,Self-employed,1,57,11,3820,123.969842,0,0.2731288550124501,264.1869462806026,72.15707814685666,0.028981997255186888,4-Low Risk (Bottom 20%)
Female,C,Large,Unemployed,1,19,5,6205,30.46244233,0,0.6361501484124338,593.0342103166564,377.25880090659143,0.8540001614595948,2-Medium Review (80-95%)
Male,D,Small,Housewife,1,44,1,22655,65.78489891,0,0.452094274712417,276.84909343309516,125.16189010042532,0.24142245902962783,3-Standard (20-80%)
Male,A,Medium,Housewife,1,32,1,14775,200.6565503,0,0.5574785885429951,425.3646121981662,237.13166362437218,0.639702914345685,3-Standard (20-80%)
Male,E,Large,Self-employed,0,34,9,21350,50.35184483,0,0.3766512575059308,285.3136958060858,107.46376230902682,0.15633325260353598,4-Low Risk (Bottom 20%)
Female,D,Small,Self-employed,0,29,2,38860,71.18027901,0,0.49627117461797227,369.80139787011143,183.52177409636832,0.48349075643820133,3-Standard (20-80%)
Male,C,Medium,Employed,0,19,8,12780,157.245582,0,0.7294061056263441,662.3284932585606,483.10644691309096,0.9367885686606927,2-Medium Review (80-95%)
Male,B,Medium,Self-employed,1,54,0,13340,48.57528403,0,0.2805528923685858,351.329902786492,98.56662040232442,0.11855170743521434,4-Low Risk (Bottom 20%)
Male,E,Large,Housewife,1,57,1,7885,64.09908451,0,0.4162206860373388,252.44092274004612,105.07113404676083,0.1452329054654073,4-Low Risk (Bottom 20%)
Female,D,Small,Employed,0,32,11,19050,270.4632326,0,0.5792558127230071,354.9080669420195,205.5825607584509,0.5553806409945911,3-Standard (20-80%)
Female,E,Medium,Self-employed,1,41,5,9680,33.73278519,0,0.2725087428172521,284.05550767668194,77.4076092872889,0.04177767013804795,4-Low Risk (Bottom 20%)
Male,B,Medium,Retired,0,55,3,13750,222.6929824,0,0.25724238787014986,866.5304359889479,222.908358515959,0.6034148704286753,3-Standard (20-80%)
Male,D,Large,Self-employed,1,41,4,42695,284.2162652,0,0.6019403644497556,463.4280424328362,278.95604475825826,0.7270929199967708,3-Standard (20-80%)
Female,C,Large,Retired,0,50,15,9105,56.04309848,0,0.1200122625448796,519.8501825870899,62.38839659664542,0.011261806732865101,4-Low Risk (Bottom 20%)
Male,C,Small,Unemployed,0,23,4,6475,23.6720664,0,0.651657139747422,674.1564482282942,439.31886279473116,0.9072818277226125,2-Medium Review (80-95%)
Female,A,Small,Unemployed,0,19,0,23235,182.367931,0,0.7926985590920478,772.8226032965703,612.6153640669565,0.9835311213368855,1-Highest Review (Top 5%)
Male,B,Medium,Self-employed,0,30,2,2960,33.73278519,0,0.36500032820275435,447.1423152822306,163.20709183135364,0.4042140954226205,3-Standard (20-80%)
Female,A,Small,Employed,1,41,6,38020,29.43246223,0,0.3002986285674582,313.953643873018,94.27984868882348,0.10111407120368128,4-Low Risk (Bottom 20%)
Male,E,Large,Retired,0,64,3,23750,30.85366237,0,0.19737697122525236,527.8139611624457,104.17832102464651,0.14119641559699686,4-Low Risk (Bottom 20%)
Male,C,Large,Self-employed,1,34,10,9985,73.65271862,0,0.3230715897563755,323.21851273799547,104.4227187489555,0.1424477274562041,4-Low Risk (Bottom 20%)
Male,E,Medium,Employed,0,55,0,4820,222.735365,0,0.5433680379921192,427.0382639097291,232.0389436081903,0.6264632275772988,3-Standard (20-80%)
Male,B,Small,Employed,0,29,1,47320,183.8950396,0,0.6614433541266774,573.0576460860425,379.0451715350904,0.8559376765964317,2-Medium Review (80-95%)
Female,D,Large,Self-employed,1,46,0,11945,125.9456252,0,0.3743121432294654,318.99965787577685,119.40544562894824,0.21425688221522565,3-Standard (20-80%)
Male,D,Medium,Employed,0,26,9,25435,32.3065089,0,0.5290890642937947,382.5951442141413,202.42690685560945,0.5461370791959312,3-Standard (20-80%)
Female,D,Medium,Housewife,1,30,4,19665,284.1301175,0,0.6948366510836232,382.1464490683,265.52935889411594,0.7021474126099944,3-Standard (20-80%)
Female,A,Large,Retired,1,71,13,46800,253.6198858,0,0.24127245476210632,689.3609168443377,166.32380062408959,0.41753451198837493,3-Standard (20-80%)
Female,A,Medium,Unemployed,1,40,4,18910,93.38235115,0,0.4019050752592423,416.9621864301705,167.57921891747588,0.42253975942520383,3-Standard (20-80%)
Female,A,Small,Unemployed,0,21,4,8005,58.91132801,0,0.6318148589426176,641.2336986330749,405.1409788511092,0.880439170097683,2-Medium Review (80-95%)
Female,E,Large,Employed,0,30,6,13635,68.95196256,0,0.4793850981584165,318.21618043330506,152.54809489261632,0.3607410995398402,3-Standard (20-80%)
Male,A,Large,Retired,1,54,2,27090,270.7883545,0,0.31881265367620293,803.4746720076051,256.15789234436136,0.6821667877613627,3-Standard (20-80%)
Female,A,Large,Self-employed,1,52,3,8825,282.3344767,0,0.43308836837480164,419.6904492612003,181.7630518930207,0.477557116331638,3-Standard (20-80%)
Male,E,Medium,Unemployed,1,54,2,4380,66.11361207,0,0.4254813460436828,375.2279194513823,159.65248024134473,0.3896020020989747,3-Standard (20-80%)
Female,D,Medium,Self-employed,0,72,1,9025,31.84882285,0,0.2664566608624252,299.16159273582775,79.71359905867342,0.04807459433276823,4-Low Risk (Bottom 20%)
Male,A,Small,Employed,1,28,11,19555,37.83728202,0,0.40473990518803155,361.12945141423535,146.16349992600345,0.3343424558004359,3-Standard (20-80%)
Male,D,Large,Self-employed,1,34,2,12715,270.7883545,0,0.5686621535682442,439.47213242000345,249.91116925518776,0.6675143295390329,3-Standard (20-80%)
Male,C,Medium,Employed,1,36,4,14380,37.63520484,0,0.3517760397746791,366.9495864334439,129.0840723125132,0.25942520384273837,3-Standard (20-80%)
Male,C,Large,Self-employed,1,56,1,12775,37.76157765,0,0.2813080053472489,314.29450513004497,88.41356032973364,0.07798498425768952,4-Low Risk (Bottom 20%)
Female,B,Large,Employed,1,66,2,13445,171.3729361,0,0.3938799041134819,343.3854911534283,135.2526443294732,0.28747880842819085,3-Standard (20-80%)
Female,A,Medium,Self-employed,0,39,3,9075,153.4523215,0,0.34238473131142766,416.8982797846156,142.73960550825203,0.3194881730846856,3-Standard (20-80%)
Female,A,Large,Self-employed,0,44,5,8730,14.37714238,0,0.2382388074193744,350.1983214471202,83.43083046182863,0.059497860660369745,4-Low Risk (Bottom 20%)
Female,B,Large,Unemployed,1,55,3,11495,180.0831298,0,0.4505151445107618,426.1212227821076,191.97406426078373,0.5123516589973359,3-Standard (20-80%)
Female,C,Large,Self-employed,0,29,1,1270,103.9493988,0,0.4738764988595139,414.1674172416626,196.26420562416652,0.5254298861709857,3-Standard (20-80%)
Male,A,Large,Employed,0,36,9,1805,37.59594224,0,0.2852150125022548,330.0309222295403,94.12977360982902,0.10030677322999919,4-Low Risk (Bottom 20%)
Male,E,Large,Employed,0,44,10,27185,103.2132915,0,0.47040262155983115,305.39234356428136,143.65735901693859,0.3236861225478324,3-Standard (20-80%)
Male,A,Medium,Retired,0,66,1,4890,162.666477,0,0.20194862187542567,785.3505316211616,158.6004575500265,0.38532332283845966,3-Standard (20-80%)
Female,B,Large,Housewife,1,67,11,22560,64.32860507,0,0.31304353111309885,214.46623325031294,67.13726696120345,0.018769677888108502,4-Low Risk (Bottom 20%)
Female,E,Small,Employed,0,25,10,20295,122.4496948,0,0.6413321640758884,371.6134908482802,238.3276842855229,0.6421651731654153,3-Standard (20-80%)
Male,B,Medium,Self-employed,1,39,8,9125,49.6329834,0,0.24944254163138177,335.6116860988374,83.71583198168749,0.06034552353273593,4-Low Risk (Bottom 20%)
Female,B,Large,Self-employed,0,47,5,8900,75.62345843,0,0.29247167542783575,352.0739162874078,102.97164817101776,0.13578751917332688,4-Low Risk (Bottom 20%)
Female,E,Medium,Housewife,0,43,4,6855,37.59594224,0,0.3665889258647959,266.72958796043935,97.78011314677705,0.11524178574311779,4-Low Risk (Bottom 20%)
Male,A,Medium,Retired,1,67,11,20735,28.95139071,0,0.11008424588046528,518.8061399568736,57.11238267530756,0.006296924194720271,4-Low Risk (Bottom 20%)
Male,C,Large,Retired,0,73,12,11905,47.98269849,0,0.14181597565375584,567.7980917992854,80.52284036285648,0.0506175829498668,4-Low Risk (Bottom 20%)
Male,E,Small,Employed,0,18,0,16980,160.3435748,0,0.8145186723915097,649.078822837391,528.6868210549557,0.9586259788487931,1-Highest Review (Top 5%)
Female,D,Large,Housewife,1,34,14,14150,27.20106876,0,0.3170974257876636,218.0427322076877,69.14078909476666,0.022402518769677887,4-Low Risk (Bottom 20%)
Female,A,Small,Employed,0,27,0,20665,128.5434648,0,0.5964505598604241,470.46702810319596,280.61032230802107,0.7299588278033422,3-Standard (20-80%)
Male,E,Medium,Housewife,1,44,1,18285,270.874006,0,0.6540125399005284,369.02023407427265,241.34386056160258,0.6483813675627674,3-Standard (20-80%)
Female,D,Large,Self-employed,1,31,3,12145,85.63166734,0,0.404535121866498,330.2604910857125,133.60196800904816,0.280576410753209,3-Standard (20-80%)
Male,B,Medium,Housewife,1,29,11,10335,84.9609991,0,0.47304597697498013,346.44489151472874,163.88436217457587,0.4071607330265601,3-Standard (20-80%)
Female,A,Medium,Employed,0,56,2,7065,58.73427627,0,0.2664975706348449,323.6788992136099,86.25964030618785,0.07011382901428917,4-Low Risk (Bottom 20%)
Female,D,Large,Retired,1,63,3,20625,73.26206886,0,0.16684114271809394,464.2065917078177,77.44875821780398,0.04185839993541616,4-Low Risk (Bottom 20%)
Male,E,Small,Unemployed,0,51,11,21565,139.6062055,0,0.5293081299872392,368.894639859084,195.25893198612783,0.5217163154920481,3-Standard (20-80%)
Male,B,Medium,Employed,1,43,9,14055,57.06267756,0,0.2908935411481696,322.6966370936006,93.87036748076326,0.09929765076289658,4-Low Risk (Bottom 20%)
Female,A,Medium,Employed,0,25,10,14465,141.0368682,0,0.544986217047841,455.01513600365905,247.97697767014301,0.6629127310890449,3-Standard (20-80%)
Female,B,Small,Housewife,0,47,0,26720,237.675525,0,0.5864558271090132,379.83084728902304,222.7540137084013,0.6030112214418342,3-Standard (20-80%)
Male,A,Large,Employed,1,57,3,8480,222.6929824,0,0.4451090174731461,442.29389727043787,196.8690020484132,0.5279728747880843,3-Standard (20-80%)
Male,D,Medium,Employed,1,57,2,25570,56.04309848,0,0.3692860877142328,297.88644384554647,110.00531943082737,0.1681198030192944,4-Low Risk (Bottom 20%)
Male,B,Medium,Housewife,1,42,2,18695,123.0199289,0,0.4729096281548093,360.0933322597565,170.29160385998765,0.43271171389359814,3-Standard (20-80%)
Male,D,Large,Employed,0,20,12,6045,140.4108252,0,0.6952069894703837,543.9429203206216,378.15292007982816,0.8549689190280132,2-Medium Review (80-95%)
Female,A,Small,Employed,0,18,7,22540,141.4896565,0,0.7047792721154486,586.748805049056,413.5283957370829,0.8880277710502946,2-Medium Review (80-95%)
Female,D,Large,Employed,1,49,6,25490,28.49395606,0,0.31971996824294474,258.09932999615694,82.51950958989661,0.05683377734721886,4-Low Risk (Bottom 20%)
Male,D,Small,Housewife,1,57,10,20585,56.04309848,0,0.3566824517486217,216.42605093717177,77.1953744705425,0.040970372164365866,4-Low Risk (Bottom 20%)
Male,D,Medium,Retired,1,46,14,8660,37.59594224,0,0.1183853996676337,534.2937064045387,63.25257397260266,0.012311294098651813,4-Low Risk (Bottom 20%)
Female,A,Small,Housewife,0,46,13,7460,50.1264516,0,0.26335644137404496,258.9381068631459,68.19301835961026,0.020465003632840883,4-Low Risk (Bottom 20%)
Female,A,Medium,Self-employed,1,51,10,7460,64.09908451,0,0.19797733398234332,281.7331055785712,55.776769137011584,0.005166707031565351,4-Low Risk (Bottom 20%)
Female,B,Small,Employed,1,19,4,27105,61.30612555,0,0.6556404451322689,527.3729902087271,345.7670620511855,0.8209816743359974,2-Medium Review (80-95%)
Female,D,Large,Housewife,1,33,5,12845,17.8799582,0,0.3859062425292706,256.33028830925986,98.91945840787109,0.11992411399047388,4-Low Risk (Bottom 20%)
Female,D,Small,Employed,0,22,1,6845,51.33277755,0,0.5917050058516649,442.4116081742352,261.7771632035803,0.6941551626705417,3-Standard (20-80%)
Female,B,Large,Self-employed,1,44,1,10200,161.4389472,0,0.353405184734176,369.12349994745983,130.45015868865764,0.2655606684427222,3-Standard (20-80%)
Female,B,Medium,Self-employed,1,51,13,28050,270.7883545,0,0.4239322933131319,373.42135680720116,158.3053721633781,0.38403164608056833,3-Standard (20-80%)
Male,B,Large,Retired,1,63,9,27000,26.27361792,0,0.13296524754491715,495.4468981617758,65.87721945944187,0.01642851376443045,4-Low Risk (Bottom 20%)
Female,D,Small,Employed,0,30,4,3415,69.88926519,0,0.45442938449246295,360.5105586648799,163.82659127711534,0.40679744893840314,3-Standard (20-80%)
Female,B,Medium,Employed,0,19,5,37635,139.6062055,0,0.7418550180790069,671.3803582858678,498.0668878340526,0.945426656979091,2-Medium Review (80-95%)
Male,B,Medium,Retired,0,60,0,14845,237.675525,0,0.2794966995680261,838.9771765759176,234.49135186587003,0.6325986921772826,3-Standard (20-80%)
Female,B,Large,Housewife,0,37,1,13815,218.9832303,0,0.52055961647958,358.4807303069799,186.61059148392124,0.4941470896908049,3-Standard (20-80%)
Male,A,Small,Unemployed,0,29,0,6520,222.735365,0,0.673665550799631,702.0316291783723,472.93452414921046,0.9313393073383386,2-Medium Review (80-95%)
Female,B,Large,Unemployed,0,37,5,19475,221.7063984,0,0.5542420343713995,493.33205611135475,273.42536239978267,0.7168402357310083,3-Standard (20-80%)
Female,C,Small,Unemployed,0,44,2,26250,17.999002,0,0.40687542036420593,382.797362144354,155.7508376367932,0.3743440703963833,3-Standard (20-80%)
Male,C,Medium,Employed,0,44,5,28115,57.32800859,0,0.4063434095270814,385.8466992824037,156.7862633411824,0.3782191006700573,3-Standard (20-80%)
Male,A,Medium,Self-employed,1,41,9,5295,83.90453994,0,0.2651441377480288,355.8858600141629,94.36104949017091,0.10147735529183821,4-Low Risk (Bottom 20%)
Male,D,Large,Employed,1,35,5,1740,174.6445246,0,0.49615162211204356,400.28609173964054,198.60259372551295,0.5328570275288609,3-Standard (20-80%)
Male,A,Large,Retired,0,62,13,4500,156.1042255,0,0.16178024897333268,651.6009900758813,105.41617040574616,0.14680713651408736,4-Low Risk (Bottom 20%)
Male,A,Large,Retired,1,55,1,17265,162.9324677,0,0.2131134595709503,691.9270982821736,147.45897768580295,0.3403164608056834,3-Standard (20-80%)
Male,D,Medium,Unemployed,0,36,14,28750,27.86273727,0,0.4005748948852783,365.3488618486551,146.34958193148108,0.33519011867280213,3-Standard (20-80%)
Male,E,Large,Self-employed,0,47,9,13545,47.98269849,0,0.3114409181896872,281.8486909694512,87.77921510608728,0.07576491483006377,4-Low Risk (Bottom 20%)
Male,B,Medium,Retired,1,52,4,22105,223.3085718,0,0.27333165696428086,842.9172113260539,230.3959580554612,0.621901994025995,3-Standard (20-80%)
Male,E,Small,Retired,0,60,2,8955,30.41139927,0,0.16752802335323,538.3866671022034,90.1948541393656,0.08488738193267135,4-Low Risk (Bottom 20%)
Male,A,Small,Housewife,1,35,3,15765,201.6569069,0,0.5378024487993338,408.3366656244901,219.6044587074055,0.5952611608944861,3-Standard (20-80%)
Male,A,Medium,Unemployed,0,19,1,12130,77.68823268,0,0.7106836770187163,780.7620812074266,554.8748667492795,0.9689190280132397,1-Highest Review (Top 5%)
Male,B,Small,Employed,1,22,4,16715,31.49128874,0,0.6002207985552376,547.07096872545,328.363373714777,0.8006781302978929,2-Medium Review (80-95%)
Male,A,Small,Self-employed,0,39,5,19135,25.83086908,0,0.2960294963213987,379.99262191347844,112.4890244708947,0.18051182691531445,4-Low Risk (Bottom 20%)
Male,A,Medium,Housewife,1,42,2,3570,50.35184483,0,0.3293771132481152,328.49452705543024,108.19857903932248,0.15996609348510535,4-Low Risk (Bottom 20%)
Female,B,Medium,Unemployed,0,29,1,9560,162.9324677,0,0.5854193773498219,553.9507578574023,324.2935077473424,0.7957939775571163,3-Standard (20-80%)
Male,B,Medium,Employed,0,25,6,19790,202.5335882,0,0.6972750213242211,640.2711797073225,446.44510048370756,0.9123274400581255,2-Medium Review (80-95%)
Female,C,Small,Housewife,0,28,1,7120,125.1320458,0,0.6030295437570565,390.07780924860737,235.22844334093983,0.6348187616049084,3-Standard (20-80%)
Female,B,Medium,Self-employed,1,57,11,16770,70.06509679,0,0.2206907629885922,259.36016060149456,57.23839173198764,0.006337289093404376,4-Low Risk (Bottom 20%)
Male,B,Medium,Self-employed,0,39,14,15790,29.1257717,0,0.242703464808,346.59752423795385,84.12042002642616,0.0618793896827319,4-Low Risk (Bottom 20%)
Female,B,Small,Employed,0,45,11,10510,31.60580864,0,0.2410441259577101,282.3305858050957,68.05412928651758,0.020303544038104464,4-Low Risk (Bottom 20%)
Male,C,Medium,Employed,0,28,6,8580,46.84863153,0,0.4741293426991744,452.19349743188934,214.3982057102225,0.5804472430774199,3-Standard (20-80%)
Female,D,Medium,Housewife,1,35,15,18865,31.98800317,0,0.31913719539967467,224.32967511278414,71.59194336041413,0.027690320497295553,4-Low Risk (Bottom 20%)
Male,A,Medium,Employed,1,36,0,24060,124.2334338,0,0.46713149655532576,420.9740794139836,196.6502517276547,0.5267619278275611,3-Standard (20-80%)
Male,E,Medium,Employed,0,26,0,11980,37.83728202,0,0.5813299579153084,439.44590090533245,255.4630670793517,0.6801889077258416,3-Standard (20-80%)
Male,A,Large,Housewife,1,56,5,28280,210.189841,0,0.5289600416971947,369.3101245371031,195.3502988743422,0.5219988697828368,3-Standard (20-80%)
Male,B,Large,Employed,1,58,1,10655,57.0415314,0,0.3147219104939514,322.84054738170795,101.60499385688415,0.12997497376281586,4-Low Risk (Bottom 20%)
Female,C,Medium,Unemployed,0,43,5,8575,245.331155,0,0.5491208549701857,537.3399346045345,295.0645642996657,0.7539355776217002,3-Standard (20-80%)
Female,D,Large,Unemployed,1,35,5,25515,32.9239514,0,0.41385845551793743,321.1179485995628,132.89737824650348,0.27714539436506014,3-Standard (20-80%)
Female,E,Medium,Retired,0,52,4,17415,297.3851697,0,0.3430474788348416,685.5133557393405,235.16362839399264,0.6343747477193832,3-Standard (20-80%)
Male,B,Small,Retired,1,75,1,17190,107.8170529,0,0.22819191192716037,726.9376116294724,165.88128344949288,0.41579882134495844,3-Standard (20-80%)
Female,C,Small,Self-employed,0,49,12,14525,139.6062055,0,0.3275053784018725,320.9549560645388,105.11447433587314,0.1453943650601437,4-Low Risk (Bottom 20%)
Male,B,Large,Self-employed,1,42,15,17465,32.04149695,0,0.24386645835702012,318.49630510657374,77.67056592613704,0.04242350851699362,4-Low Risk (Bottom 20%)
Female,D,Small,Employed,1,35,11,12645,122.4496948,0,0.37618784807463407,273.8753240210987,103.02856878424026,0.1361104383627997,4-Low Risk (Bottom 20%)
Male,D,Small,Employed,1,35,11,7460,44.37542252,0,0.31084749778168885,279.265872262038,86.80909760847526,0.0722935335432308,4-Low Risk (Bottom 20%)
Male,D,Small,Housewife,1,65,7,24690,82.67020711,0,0.4457172720996746,251.32803764988577,112.0212473434714,0.17829175748768872,4-Low Risk (Bottom 20%)
Male,C,Large,Housewife,0,53,4,8600,68.85387998,0,0.4164744481927374,327.85080027610655,136.54148113453883,0.2935739081294906,3-Standard (20-80%)
Male,C,Large,Employed,1,40,14,18650,211.8309492,0,0.4598630115243841,392.38857681430454,180.4449926215932,0.4728747880842819,3-Standard (20-80%)
Male,B,Medium,Housewife,0,30,7,9670,29.08064837,0,0.42855871094693876,359.62407979710565,154.12003206332665,0.3678049568095584,3-Standard (20-80%)
Male,B,Large,Unemployed,0,32,3,25835,25.52342981,0,0.4929362736282675,470.9246467692339,232.1358405381343,0.6267861467667716,3-Standard (20-80%)
Male,E,Large,Self-employed,1,52,6,13850,69.72819603,0,0.3509196005786985,300.3894228919957,105.41253629932488,0.14672640671671913,4-Low Risk (Bottom 20%)
Male,A,Medium,Unemployed,0,48,6,17555,30.46244233,0,0.35294125561981604,437.58494792122167,154.4417809596478,0.36897553887139745,3-Standard (20-80%)
Male,D,Medium,Retired,0,58,3,1110,153.4523215,0,0.22719256963552614,696.2564032059354,158.18428136954543,0.3836683619924114,3-Standard (20-80%)
Female,C,Small,Employed,0,26,9,10680,34.15043101,0,0.44753926431797997,364.46150671523253,163.1108345875577,0.40381044643577946,3-Standard (20-80%)
Female,B,Large,Self-employed,0,32,5,18040,44.37542252,0,0.3315259616719393,342.84719789567015,113.66274698889174,0.18596108823766852,4-Low Risk (Bottom 20%)
Male,B,Small,Unemployed,0,38,12,12100,25.52342981,0,0.33050712218352607,385.49187198074526,127.40780923349637,0.25183660289012677,3-Standard (20-80%)
Female,C,Medium,Employed,0,21,9,31975,49.59668535,0,0.6022470390807338,447.6834373175049,269.61602456995263,0.70977637846129,3-Standard (20-80%)
Male,B,Medium,Self-employed,1,39,3,13250,284.1301175,0,0.51159707863879,509.2901450591137,260.55135039176815,0.6914910793573908,3-Standard (20-80%)
Male,E,Medium,Unemployed,1,49,0,4065,78.33993486,0,0.47332024696417563,408.2857244431035,193.2498999253571,0.5160248647775894,3-Standard (20-80%)
Female,C,Medium,Self-employed,1,53,1,15225,17.8799582,0,0.25005876047760733,301.2505619483588,75.33034211398926,0.03640913861306208,4-Low Risk (Bottom 20%)
Male,A,Large,Retired,0,72,3,20670,123.0199289,0,0.2351936421169496,764.7178528245722,179.85677699766458,0.47049325906191974,3-Standard (20-80%)
Female,C,Large,Employed,0,29,5,45600,33.29429778,0,0.4859581948179467,392.9104331440413,190.93804481581586,0.5092435617986599,3-Standard (20-80%)
Male,A,Large,Housewife,1,47,4,11720,69.72819603,0,0.37806226364701806,331.0329778412894,125.15107694449104,0.24138209413094372,3-Standard (20-80%)
Male,C,Large,Housewife,1,54,11,8685,153.4523215,0,0.4212909177206613,292.15828832454775,123.0836334079463,0.23238072172438848,3-Standard (20-80%)
Male,E,Large,Housewife,1,37,1,4945,24.01754355,0,0.41081310188826775,271.15015195292966,111.39203500125818,0.17518366028901267,4-Low Risk (Bottom 20%)
Male,B,Medium,Housewife,1,31,14,1330,183.8950396,0,0.504238023714827,399.3146625293303,201.34963627414257,0.5422620489222572,3-Standard (20-80%)
Male,B,Medium,Housewife,0,21,9,15985,50.1264516,0,0.6243540133245109,452.13895979187464,282.2947741264266,0.7325825462178089,3-Standard (20-80%)
Male,D,Medium,Housewife,1,59,0,3000,36.9071711,0,0.35154458160188107,264.68705298020524,93.04929929536118,0.09606845886816824,4-Low Risk (Bottom 20%)
Male,C,Large,Housewife,1,44,0,15705,114.1413271,0,0.5025081690899726,339.7077516323645,170.70592029845065,0.4339630257528054,3-Standard (20-80%)
Male,D,Medium,Unemployed,0,40,5,25690,68.95196256,0,0.48442547770831335,417.32577769853833,202.16323922160782,0.5450875918301445,3-Standard (20-80%)
Male,A,Medium,Employed,1,53,15,23960,24.01754355,0,0.263593536628806,319.7454099411927,84.28282342722638,0.06272705255509808,4-Low Risk (Bottom 20%)
Female,B,Small,Employed,0,26,3,7705,190.0515645,0,0.6244367745847398,556.0649969237026,347.2274331385101,0.8226770000807297,2-Medium Review (80-95%)
Male,B,Small,Retired,0,59,3,22635,63.50810856,0,0.18239564549619658,631.6613176371544,115.21227376540683,0.19391297327843707,4-Low Risk (Bottom 20%)
Male,D,Medium,Employed,0,39,4,4950,208.8164363,0,0.506796857997131,465.2284846876629,235.77633429047395,0.636231533058852,3-Standard (20-80%)
Male,D,Large,Retired,1,69,11,29115,222.6929824,0,0.26888598778056466,598.1826997125388,160.84294608545088,0.39420360054896264,3-Standard (20-80%)
Male,B,Small,Employed,1,36,5,14740,37.59594224,0,0.34060656084094126,359.02710764277197,122.28698838287498,0.2288689755388714,3-Standard (20-80%)
Male,D,Medium,Employed,0,44,5,9100,201.6569069,0,0.49235838383605995,451.32809289576835,222.21517039797163,0.6017599095826269,3-Standard (20-80%)
Female,A,Large,Employed,1,33,5,6010,102.818883,0,0.38180014034528437,369.4591810508898,141.05956717708355,0.31198030192944215,3-Standard (20-80%)
Male,A,Medium,Housewife,0,26,0,20110,212.4247054,0,0.7286133040071457,563.5853404885737,410.6357770233719,0.8852022281424073,2-Medium Review (80-95%)
Female,E,Small,Self-employed,0,23,8,9820,121.5870219,0,0.6233469575321994,435.2798005275896,271.3303393340956,0.7124808266731251,3-Standard (20-80%)
Male,B,Large,Self-employed,0,49,1,27060,68.77710211,0,0.3692495727981649,373.55886952362573,137.93645298656423,0.29999192702026317,3-Standard (20-80%)
Male,A,Medium,Housewife,1,27,6,2610,207.1446249,0,0.6356610118743724,516.1999203308711,328.12816368699197,0.8001937515136837,2-Medium Review (80-95%)
Male,A,Large,Unemployed,1,59,1,4500,60.86038525,0,0.3472737004945115,388.84292726272145,135.03492226164346,0.28663114555582464,3-Standard (20-80%)
Male,B,Small,Housewife,0,50,1,25125,68.97630254,0,0.45155104930243545,325.0669557492096,146.78432496210397,0.3371276338096391,3-Standard (20-80%)
Female,B,Medium,Employed,0,46,0,14925,148.4018477,0,0.42112734938154356,398.4066895692224,167.7799531541621,0.42354888189230644,3-Standard (20-80%)
Male,C,Medium,Employed,1,37,7,30755,124.3443471,0,0.47473571563482503,385.648628582612,183.08117767375515,0.48227980947767823,3-Standard (20-80%)
Male,B,Medium,Housewife,0,22,0,2155,62.72127383,0,0.6675557263986324,535.4072840832182,357.4141984452916,0.8337369823201743,2-Medium Review (80-95%)
Male,A,Medium,Employed,0,25,2,18075,120.7793723,0,0.638945387515015,590.5051979911021,377.3005725600554,0.8540405263582789,2-Medium Review (80-95%)
Male,B,Medium,Self-employed,1,57,4,44045,133.2886429,0,0.41672496220696187,432.79173710121216,180.355120286988,0.47251150399612496,3-Standard (20-80%)
Male,E,Large,Self-employed,1,29,5,11550,41.2451199,0,0.4459390599168335,362.71842793663194,161.75031476857336,0.3986437394042141,3-Standard (20-80%)
Male,C,Large,Self-employed,1,43,8,38095,110.9836779,0,0.40866138297452065,364.3338065113564,148.8891572333023,0.34584645192540564,3-Standard (20-80%)
