gender,carType,carCat,job,cover,age,nYears,carVal,density,claimNumbMD,pred_claim_prob,pred_cond_sev,pred_expected_loss,pct_rank,action_band
Male,A,Medium,Employed,1,18,6,5295,212.4247054,1,0.7275259909853026,791.2911946479833,575.6849105442179,0.9746912085250666,1-Highest Review (Top 5%)
Male,D,Medium,Self-employed,0,19,4,15460,216.4916013,1,0.7662190586947029,751.0857310207294,575.4962018217261,0.9746508436263825,1-Highest Review (Top 5%)
Male,D,Small,Self-employed,0,18,0,6475,211.8309492,0,0.7708706001588191,746.5061617064845,575.4596528969341,0.9746104787276983,1-Highest Review (Top 5%)
Female,E,Small,Employed,0,20,0,49370,285.6217445,1,0.8694520839243001,661.7619044307462,575.3702668690258,0.9745701138290143,1-Highest Review (Top 5%)
Male,B,Large,Housewife,0,21,3,22950,253.6198858,1,0.84396340859496,681.6900267919019,575.3214386164832,0.9745297489303302,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,19,14,14980,153.4523215,1,0.7240271288488375,794.5067431443154,575.2444360898194,0.9744893840316461,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,20,0,22715,113.2248348,1,0.8155300481714209,705.3429624821509,575.2283801704413,0.974449019132962,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,19,8,23260,237.4189585,1,0.8113516755519949,708.9210290672412,575.1842647677506,0.9744086542342779,1-Highest Review (Top 5%)
Female,C,Large,Employed,0,18,0,28535,237.675525,1,0.824622361115608,697.1524891199977,574.8875316357557,0.9743682893355937,1-Highest Review (Top 5%)
Male,B,Medium,Housewife,0,21,3,18095,237.675525,0,0.8161536642027423,703.9822455706959,574.5576892561982,0.9743279244369096,1-Highest Review (Top 5%)
Female,A,Small,Employed,0,20,3,22715,270.7883545,0,0.8013389091456692,716.9629071499375,574.5302739134386,0.9742875595382255,1-Highest Review (Top 5%)
Male,B,Small,Employed,0,19,9,17865,295.7970919,1,0.8114688235553744,707.810151378825,574.3658708399266,0.9742471946395415,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,22,6,8220,138.5066713,1,0.7171277560660604,800.1340886172885,573.7983635220784,0.9742068297408574,1-Highest Review (Top 5%)
Female,B,Medium,Employed,1,19,5,28170,270.4632326,1,0.8054725310754323,712.3320993933838,573.7639390646652,0.9741664648421733,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,21,0,9670,129.3156084,1,0.8104703520752292,707.6243408269777,573.5085486470426,0.9741260999434891,1-Highest Review (Top 5%)
Female,A,Medium,Employed,0,20,0,14370,270.4632326,0,0.7810017067290043,734.3095590672805,573.4970188989686,0.974085735044805,1-Highest Review (Top 5%)
Male,D,Small,Employed,0,20,3,19585,223.3475567,1,0.8138835875432152,704.5218181878419,573.3987448891895,0.9740453701461209,1-Highest Review (Top 5%)
Female,C,Large,Unemployed,0,18,0,13295,148.4945135,1,0.7853229319357101,730.0271067974828,573.307027902743,0.9740050052474368,1-Highest Review (Top 5%)
Female,D,Small,Unemployed,0,18,3,19155,185.1345389,1,0.8081964292997907,709.352882658915,573.2964668784485,0.9739646403487527,1-Highest Review (Top 5%)
Male,B,Small,Employed,0,23,6,19440,272.9669948,0,0.7975288724435976,718.7497931165174,573.2237120732851,0.9739242754500687,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,20,9,6305,256.6405915,0,0.7656565481520107,748.5076077808178,573.09975123898,0.9738839105513846,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,19,0,28055,148.4945135,1,0.8064636988006165,710.4178559120104,572.9262117728033,0.9738435456527004,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,1,23,3,9355,169.7885554,1,0.7583023789658657,755.2096073474345,572.6772418694369,0.9738031807540163,1-Highest Review (Top 5%)
Female,A,Small,Employed,0,20,4,18460,291.3194903,0,0.7989241534902933,716.6826592140908,572.5750868337899,0.9737628158553322,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,22,14,10925,210.189841,1,0.7274676324843558,787.0514521915957,572.5544565691943,0.9737224509566481,1-Highest Review (Top 5%)
Male,E,Small,Employed,0,19,5,21305,212.4247054,1,0.8321861041841325,687.9633466425324,572.513537263927,0.973682086057964,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,1,24,15,6230,285.6217445,0,0.7779850521404286,735.7552649053283,572.4065981299667,0.9736417211592799,1-Highest Review (Top 5%)
Male,C,Large,Unemployed,0,22,6,24865,139.637282,1,0.7924923915936796,722.1257930758379,572.2791967861534,0.9736013562605957,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,25,3,12355,225.0430894,1,0.7929687302084318,721.4498820928234,572.087196912169,0.9735609913619117,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,22,0,19590,216.4916013,1,0.759875450629736,752.7375485395498,571.9867839024132,0.9735206264632276,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,20,3,23230,106.5583041,1,0.8244495418310858,693.609643924001,571.8461531427652,0.9734802615645435,1-Highest Review (Top 5%)
Female,C,Medium,Unemployed,1,20,3,1620,184.4785165,1,0.7546350921903449,757.7165531192227,571.7995009172749,0.9734398966658594,1-Highest Review (Top 5%)
Female,B,Large,Unemployed,0,24,7,41110,290.1327193,0,0.8116630292708643,704.1416842943688,571.5257725102559,0.9733995317671753,1-Highest Review (Top 5%)
Male,D,Small,Employed,0,18,0,29400,184.4785165,1,0.8252602745564953,692.3349006817394,571.3564902216563,0.9733591668684911,1-Highest Review (Top 5%)
Male,B,Large,Unemployed,0,25,0,47040,139.637282,1,0.7698109197143663,742.0072811364018,571.2053075263699,0.973318801969807,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,21,7,10380,237.675525,1,0.7535373920476258,758.0163974810235,571.193699287187,0.9732784370711229,1-Highest Review (Top 5%)
Male,C,Medium,Self-employed,1,18,4,7585,189.9730181,0,0.7227402183290178,790.2999534535612,571.1815609044395,0.9732380721724389,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,19,3,2750,212.4247054,0,0.7823038235841544,729.885135160437,570.9919320132473,0.9731977072737548,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,1,26,0,16360,249.7835716,0,0.750670818641315,759.9910311095441,570.5030894830586,0.9731573423750707,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,0,21,1,3520,225.1417422,1,0.7060090021140698,808.0610820239251,570.4983981669269,0.9731169774763865,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,20,9,5210,208.8164363,0,0.787604262478472,724.2294351470997,570.4061901342319,0.9730766125777024,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,27,1,8915,251.432848,1,0.7371972415740691,773.4276333373306,570.1687178534406,0.9730362476790183,1-Highest Review (Top 5%)
Female,C,Small,Employed,0,20,0,18870,285.6217445,1,0.8310275054805641,685.8412521884411,569.9529449618267,0.9729958827803342,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,18,4,9725,129.8552354,1,0.7349186032061998,775.52914849432,569.9507985571391,0.9729555178816501,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,28,5,28205,297.3851697,1,0.791595949044666,719.6990863689513,569.710881300809,0.972915152982966,1-Highest Review (Top 5%)
Male,C,Small,Housewife,0,21,2,19265,291.3194903,0,0.8627723049447013,659.6906097576237,569.1627879309605,0.972874788084282,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,26,1,6065,293.5560359,1,0.8140209132326408,699.1034886645091,569.0848602868089,0.9728344231855978,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,22,0,2820,148.4018477,1,0.7848870683369399,724.9298941716685,568.988099386209,0.9727940582869137,1-Highest Review (Top 5%)
Male,D,Large,Housewife,0,19,0,44350,223.3475567,1,0.8664895643536297,656.6093548994518,568.9451538773437,0.9727536933882296,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,19,9,44695,290.1327193,1,0.843694221210674,674.1528297839607,568.7788467015507,0.9727133284895455,1-Highest Review (Top 5%)
Male,C,Large,Employed,0,21,2,21430,213.2556548,1,0.7973722450218017,713.2384522023883,568.7165458684934,0.9726729635908614,1-Highest Review (Top 5%)
Male,D,Small,Housewife,0,20,3,29190,276.9950185,0,0.8814675406505652,645.1384610241117,568.6686126180143,0.9726325986921773,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,18,2,24540,68.39045202,1,0.7583216979014769,749.8569186585238,568.6327717403013,0.9725922337934931,1-Highest Review (Top 5%)
Male,C,Large,Unemployed,0,22,3,20710,112.4047945,1,0.7801270473292086,728.8499370705364,568.595549352917,0.972551868894809,1-Highest Review (Top 5%)
Female,B,Small,Unemployed,0,22,6,49995,169.7885554,1,0.7731780114388309,735.2048279933625,568.4442069081358,0.972511503996125,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,26,5,24615,212.4247054,1,0.762777793341039,745.1114624910708,568.3544771520534,0.9724711390974409,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,1,24,0,6680,222.6929824,1,0.796321432639364,713.4686579440222,568.1503838372681,0.9724307741987568,1-Highest Review (Top 5%)
Male,A,Large,Employed,0,22,2,16695,240.0004036,1,0.768784150249745,738.7890873773773,567.9693407532017,0.9723904093000727,1-Highest Review (Top 5%)
Male,D,Small,Self-employed,0,20,2,5685,237.675525,1,0.7711511303276217,736.5013912197173,567.953880326951,0.9723500444013885,1-Highest Review (Top 5%)
Female,D,Small,Unemployed,0,19,1,42660,156.6298557,0,0.8177620670139245,694.3726975616541,567.831652436053,0.9723096795027044,1-Highest Review (Top 5%)
Male,C,Large,Employed,0,19,1,5065,182.367931,1,0.7684203054478564,738.5182044784025,567.4923842640966,0.9722693146040203,1-Highest Review (Top 5%)
Female,D,Small,Unemployed,0,18,7,26280,222.711392,1,0.8250858885781508,687.7621503112756,567.4628449199986,0.9722289497053362,1-Highest Review (Top 5%)
Male,C,Medium,Self-employed,0,18,5,5495,162.666477,1,0.7177178313039102,790.5810130072255,567.4140901255943,0.9721885848066522,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,19,0,41915,25.91743539,1,0.7315527256037578,775.383621851639,567.23400195408,0.9721482199079681,1-Highest Review (Top 5%)
Male,E,Medium,Employed,0,19,0,28370,184.4785165,1,0.8326399756228077,681.0995641854081,567.1107245200432,0.9721078550092839,1-Highest Review (Top 5%)
Male,A,Large,Employed,0,20,7,9260,237.675525,0,0.754517337664765,751.1164152920422,566.7303579424537,0.9720674901105998,1-Highest Review (Top 5%)
Male,C,Medium,Unemployed,1,27,3,23710,296.4319078,1,0.7966793359634701,711.0449815219407,566.4748437190576,0.9720271252119157,1-Highest Review (Top 5%)
Male,C,Large,Employed,0,20,3,16805,185.8513852,1,0.7816879110789634,724.6617890985655,566.459360159202,0.9719867603132316,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,27,0,18615,239.4551701,1,0.7666878432453716,738.6866214331236,566.3420526207718,0.9719463954145475,1-Highest Review (Top 5%)
Male,A,Medium,Employed,1,19,7,6325,237.4189585,1,0.7373065840190663,768.0277194148226,566.2718942336968,0.9719060305158634,1-Highest Review (Top 5%)
Male,E,Medium,Self-employed,0,20,0,19885,222.6929824,1,0.8055778709244492,702.4267922934429,565.859479816042,0.9718656656171794,1-Highest Review (Top 5%)
Male,A,Small,Employed,1,18,0,21545,185.1345389,0,0.7729169886257848,731.8348046231454,565.6475533608611,0.9718253007184952,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,19,12,14175,208.6667182,1,0.8118384876794085,696.58946874265,565.5181408374356,0.9717849358198111,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,1,19,3,20535,124.2334338,1,0.8031131377129228,704.0463966222721,565.4289106867899,0.971744570921127,1-Highest Review (Top 5%)
Male,C,Large,Employed,0,18,1,9795,174.6445246,1,0.771238062048055,733.0193385251556,565.3324140878882,0.9717042060224429,1-Highest Review (Top 5%)
Female,B,Small,Employed,0,20,0,15345,297.3851697,1,0.8111902768850685,696.844232662241,565.2732660390463,0.9716638411237588,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,18,1,22135,68.95196256,1,0.7445645140831851,758.879724458398,565.0349132889485,0.9716234762250747,1-Highest Review (Top 5%)
Male,B,Small,Employed,0,20,4,27370,148.4945135,1,0.7781402934494629,725.9865769773141,564.9194080494983,0.9715831113263905,1-Highest Review (Top 5%)
Male,E,Large,Unemployed,0,18,8,5540,168.6499611,1,0.8036110963924054,702.884726968379,564.8459660765355,0.9715427464277064,1-Highest Review (Top 5%)
Female,B,Medium,Employed,0,20,2,16630,293.5560359,1,0.7957569550159671,709.7412412391599,564.7815289777268,0.9715023815290224,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,24,1,8650,207.1446249,1,0.7892296166889399,715.345187126573,564.5716078361831,0.9714620166303383,1-Highest Review (Top 5%)
Female,C,Small,Unemployed,0,18,0,18325,126.1401885,1,0.7895678585289038,714.6059798861902,564.2299132306881,0.9714216517316542,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,21,3,4885,186.6850127,0,0.7163294751402404,786.6829934411402,563.5242157934451,0.9713812868329701,1-Highest Review (Top 5%)
Male,C,Medium,Self-employed,0,23,6,9375,284.9991194,1,0.7556403021410463,745.3766794235443,563.2366592484967,0.9713409219342859,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,0,22,8,12360,222.6929824,1,0.7827933137045779,719.3231383272521,563.0813430755661,0.9713005570356018,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,22,5,4125,291.3194903,1,0.8075885041661003,697.0546352108931,562.9333101720119,0.9712601921369177,1-Highest Review (Top 5%)
Male,E,Large,Unemployed,1,23,7,34805,239.4551701,1,0.8419098868037688,668.5103535351867,562.8254760719565,0.9712198272382336,1-Highest Review (Top 5%)
Male,C,Large,Housewife,0,21,1,9030,270.874006,1,0.8419375391797023,668.4191706629622,562.7671916885118,0.9711794623395495,1-Highest Review (Top 5%)
Male,C,Large,Unemployed,1,19,9,8425,189.9730181,0,0.7679315815189908,732.7277823496695,562.6848047226846,0.9711390974408655,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,23,1,22090,137.8151761,1,0.770032669032582,730.4715965444584,562.4869931396207,0.9710987325421813,1-Highest Review (Top 5%)
Male,D,Medium,Employed,0,18,0,10665,184.4785165,1,0.7819689845197042,719.1080226816488,562.3201702563413,0.9710583676434972,1-Highest Review (Top 5%)
Male,D,Small,Self-employed,0,19,6,24620,232.9029787,1,0.799352539955058,703.408444355283,562.2713266212315,0.9710180027448131,1-Highest Review (Top 5%)
Male,D,Medium,Housewife,0,20,0,8960,259.0040603,1,0.8457101922496475,664.790568634249,562.2201596054232,0.970977637846129,1-Highest Review (Top 5%)
Female,E,Small,Unemployed,0,22,1,11140,251.432848,1,0.8285878486974508,678.0454379672253,561.8202107643841,0.9709372729474449,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,0,28,5,22225,284.9991194,1,0.7950111114256617,706.6730460207543,561.8129237315177,0.9708969080487608,1-Highest Review (Top 5%)
Male,B,Large,Unemployed,0,23,9,27770,218.9832303,0,0.7841422029397975,715.9422307015287,561.4005179599295,0.9708565431500767,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,19,3,12655,161.4389472,1,0.739936800404049,758.076189556496,560.928470162927,0.9708161782513925,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,1,20,7,20430,190.0515645,1,0.7963783818910292,703.9222879569503,560.5884926601872,0.9707758133527085,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,18,0,4935,61.11231366,1,0.7216967730193212,776.7027809758467,560.5438906254012,0.9707354484540244,1-Highest Review (Top 5%)
Male,A,Large,Unemployed,1,20,1,1710,120.7793723,1,0.7351244022981214,762.3766915516633,560.4417097029357,0.9706950835553403,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,23,0,17585,221.7063984,1,0.7644303879181046,732.8687520804784,560.2271444459374,0.9706547186566562,1-Highest Review (Top 5%)
Male,D,Medium,Self-employed,1,21,0,7900,284.1301175,1,0.7876489000247389,711.1944663311864,560.1715391094401,0.9706143537579721,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,19,2,45545,45.411434,1,0.7282444270853421,769.1870112859237,560.156154355404,0.9705739888592879,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,25,4,26490,272.9669948,1,0.8090877136086622,692.2174404276026,560.0646261956093,0.9705336239606038,1-Highest Review (Top 5%)
Male,D,Small,Employed,0,20,7,21365,276.3355652,1,0.8380457883373973,668.2582494368568,560.0310114622797,0.9704932590619197,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,20,9,16525,208.6667182,1,0.8023853190249246,697.6187875998559,559.7590734460915,0.9704528941632357,1-Highest Review (Top 5%)
Female,D,Medium,Unemployed,0,18,1,8455,180.0831298,1,0.7762506928669446,720.7763184580157,559.5031166051202,0.9704125292645516,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,0,22,0,24445,129.4194752,1,0.801261402118663,698.2680708524242,559.4952535059074,0.9703721643658675,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,19,4,14870,138.5066713,0,0.7408092010800172,754.9786917286468,559.2951614519354,0.9703317994671833,1-Highest Review (Top 5%)
Female,B,Small,Unemployed,0,20,3,34450,110.9836779,0,0.7737905995956541,722.6757532131563,559.1997043920492,0.9702914345684992,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,22,7,18085,249.7835716,0,0.7710019038398078,725.2558412823718,559.1736343996502,0.9702510696698151,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,22,6,7380,171.3729361,0,0.7745999170220766,721.7031227690138,559.0311790114517,0.970210704771131,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,19,0,23900,132.7922667,1,0.770497258191307,725.4533603486551,558.9598250943089,0.9701703398724469,1-Highest Review (Top 5%)
Female,D,Small,Unemployed,0,20,3,27490,183.8950396,1,0.8152646487796137,685.488781310186,558.8547705372142,0.9701299749737629,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,0,24,0,7055,282.3344767,1,0.7271656109128137,768.4930730829064,558.8217349705973,0.9700896100750787,1-Highest Review (Top 5%)
Male,C,Medium,Housewife,0,20,6,17555,237.675525,1,0.8259695299899175,676.557857806216,558.8161758231856,0.9700492451763946,1-Highest Review (Top 5%)
Female,B,Large,Employed,0,20,1,26995,275.0923407,1,0.8201678036524416,680.8852623625412,558.4401701712019,0.9700088802777105,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,18,1,15775,167.9366556,1,0.7522324561684158,742.2368254384767,558.334630258233,0.9699685153790264,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,0,24,2,27335,285.6217445,1,0.7592883430112102,735.3271362931531,558.3253228872065,0.9699281504803423,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,21,3,8895,190.0515645,1,0.7312573825562365,763.3085811640435,558.1750351447331,0.9698877855816582,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,0,22,1,15485,240.0004036,1,0.7242694444293618,770.6252340980319,558.1403101634285,0.9698474206829741,1-Highest Review (Top 5%)
Male,B,Small,Employed,1,22,0,14805,236.3993842,0,0.775872408844898,719.2074705279994,558.0132326178049,0.9698070557842899,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,18,6,43345,67.42478707,1,0.7940577228710614,702.7253191076603,558.0044666944686,0.9697666908856059,1-Highest Review (Top 5%)
Male,D,Large,Housewife,0,18,2,8735,293.5560359,1,0.8610059025425243,648.074532849685,557.9959980710679,0.9697263259869218,1-Highest Review (Top 5%)
Male,C,Medium,Employed,0,19,9,19770,238.240414,1,0.7891420549945461,706.8245052201737,557.7849425699512,0.9696859610882377,1-Highest Review (Top 5%)
Female,B,Medium,Unemployed,0,25,0,23145,249.7835716,0,0.7789958645130031,715.7090500594708,557.5343901908576,0.9696455961895536,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,1,20,7,15165,148.5612071,1,0.7734416613500742,720.579642610689,557.326315915854,0.9696052312908695,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,1,25,3,4015,206.2302755,1,0.7272641835762818,765.8119061394168,556.9475706914791,0.9695648663921853,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,24,15,27930,297.3851697,1,0.846216810488165,658.1193548971617,556.9116614216049,0.9695245014935012,1-Highest Review (Top 5%)
Male,B,Small,Employed,0,22,4,27235,185.1345389,1,0.7734352872699666,719.925499297154,556.8157853618685,0.9694841365948171,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,24,0,9935,157.245582,1,0.7302084142557876,762.2658942334384,556.612969869469,0.969443771696133,1-Highest Review (Top 5%)
Male,A,Large,Employed,0,18,9,12265,249.8117276,1,0.7644217886581186,728.0554839572158,556.541475288927,0.969403406797449,1-Highest Review (Top 5%)
Male,E,Small,Employed,0,18,4,14575,180.0831298,1,0.809183181134392,687.4509809853114,556.2737716676527,0.9693630418987649,1-Highest Review (Top 5%)
Female,A,Medium,Unemployed,0,25,0,1740,259.0040603,1,0.7406342318952824,751.0180545303446,556.2296799565711,0.9693226770000807,1-Highest Review (Top 5%)
Male,A,Small,Self-employed,0,20,7,16855,239.4551701,0,0.7394785729164425,752.0998768662629,556.1617436356962,0.9692823121013966,1-Highest Review (Top 5%)
Female,B,Small,Employed,0,21,3,4900,258.9237292,1,0.7672493243439924,724.8297892196238,556.1251660431548,0.9692419472027125,1-Highest Review (Top 5%)
Male,E,Large,Employed,1,20,0,10675,248.5121203,1,0.8311366745974444,668.7698626724377,555.8391597325596,0.9692015823040284,1-Highest Review (Top 5%)
Male,D,Small,Employed,0,23,0,3195,270.7883545,0,0.8091571064742641,686.8829240322325,555.796199296503,0.9691612174053443,1-Highest Review (Top 5%)
Male,B,Medium,Employed,1,21,3,7805,205.4307964,1,0.7309453936878376,760.3331609936632,555.7620216964311,0.9691208525066602,1-Highest Review (Top 5%)
Male,D,Medium,Employed,1,19,1,28365,222.735365,1,0.8145285378469576,682.3052718735469,555.757115464431,0.969080487607976,1-Highest Review (Top 5%)
Female,B,Medium,Housewife,0,18,5,5025,290.1327193,1,0.8153246870678716,680.7330267273837,555.0184419932692,0.969040122709292,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,19,3,25755,139.2056697,1,0.7634392609082229,726.993746002104,555.0155681327466,0.9689997578106079,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,22,11,31595,182.367931,1,0.7616103364925128,728.6503501873924,554.9476383916071,0.9689593929119238,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,19,1,12130,77.68823268,0,0.7106836770187163,780.7620812074266,554.8748667492795,0.9689190280132397,1-Highest Review (Top 5%)
Male,C,Small,Housewife,0,22,4,16120,248.5121203,1,0.8323536436510061,666.5981560228589,554.8454040166685,0.9688786631145556,1-Highest Review (Top 5%)
Female,C,Medium,Unemployed,0,18,0,19725,109.6318854,1,0.7745716598482394,715.8873402697877,554.5060454171108,0.9688382982158715,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,23,0,22505,222.2151274,1,0.7966476428958866,696.0405947627639,554.4990991776069,0.9687979333171873,1-Highest Review (Top 5%)
Female,A,Medium,Unemployed,0,19,7,8495,186.6850127,0,0.7230068027286397,766.8784651519953,554.4583471709907,0.9687575684185032,1-Highest Review (Top 5%)
Female,C,Small,Unemployed,0,25,2,4550,275.2822626,1,0.7791423117770097,711.6034490919867,554.4403563940241,0.9687172035198192,1-Highest Review (Top 5%)
Male,E,Medium,Self-employed,1,20,3,21890,239.4551701,1,0.8044751514157742,689.1897430153354,554.4360228664605,0.9686768386211351,1-Highest Review (Top 5%)
Male,A,Large,Housewife,0,21,0,7010,237.675525,1,0.8013514916266457,691.8244751702819,554.3945751215266,0.968636473722451,1-Highest Review (Top 5%)
Male,E,Large,Unemployed,0,21,1,12280,145.223003,1,0.8092456603728094,684.715790523728,554.1032820700644,0.9685961088237669,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,20,1,4425,168.6499611,1,0.7317981517441905,757.0745057708808,554.0257240557771,0.9685557439250827,1-Highest Review (Top 5%)
Female,B,Large,Unemployed,0,18,2,16130,140.4108252,0,0.762319985480394,726.3209359773508,553.6889653683603,0.9685153790263986,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,19,2,15465,162.9324677,1,0.7341737915283761,753.8279625850124,553.4407334511494,0.9684750141277145,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,22,0,8970,100.3048589,0,0.7257140703712056,762.6039557031072,553.4324207744845,0.9684346492290304,1-Highest Review (Top 5%)
Male,B,Large,Employed,1,18,8,42635,206.2302755,1,0.780303034229024,708.7372564847974,553.0298317062415,0.9683942843303464,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,27,3,16965,232.9029787,1,0.7204840839987012,767.4890326897231,552.9636326965044,0.9683539194316623,1-Highest Review (Top 5%)
Male,E,Small,Employed,0,19,6,27700,206.2302755,1,0.8332952328312796,663.3863769967237,552.796705476584,0.9683135545329781,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,24,1,22470,276.9454965,1,0.7895019537869108,700.1167852710813,552.7435698505298,0.968273189634294,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,0,24,15,17225,293.5560359,1,0.8005378966483492,690.2667560617977,552.5846970239907,0.9682328247356099,1-Highest Review (Top 5%)
Female,C,Small,Employed,0,21,5,2475,291.3194903,0,0.7954365927597058,694.4819259625245,552.4163369208288,0.9681924598369258,1-Highest Review (Top 5%)
Female,E,Medium,Unemployed,0,24,0,24700,275.2822626,1,0.8467487060468701,652.367244156304,552.391119856713,0.9681520949382417,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,18,5,15980,201.6569069,1,0.7891702654565759,699.9254731734096,552.3603714640791,0.9681117300395576,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,20,0,19055,161.4389472,1,0.7492489187852085,737.10635737708,552.2761412944807,0.9680713651408734,1-Highest Review (Top 5%)
Male,E,Medium,Employed,1,22,4,15705,270.4632326,0,0.8252492815481492,669.1935124025931,552.2514653269225,0.9680310002421894,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,19,0,19060,61.94412023,1,0.7339969380418218,752.3338728419175,552.2107590511127,0.9679906353435053,1-Highest Review (Top 5%)
Male,D,Medium,Employed,0,23,0,22795,258.9237292,1,0.8204365540869256,673.0025793206805,552.1559170694719,0.9679502704448212,1-Highest Review (Top 5%)
Female,C,Large,Employed,0,20,3,9085,251.432848,1,0.7842804795136277,703.9773731683538,552.1157117952205,0.9679099055461371,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,21,15,8495,251.432848,1,0.7252107742566084,760.784089680107,551.7288187190194,0.967869540647453,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,19,4,25010,125.1320458,1,0.7459813248042201,739.3518324495633,551.5426594671529,0.9678291757487689,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,18,0,17585,132.7922667,1,0.742849991127677,742.4163903679806,551.5040089978964,0.9677888108500847,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,1,22,4,9490,124.2334338,1,0.7209115067308334,764.7954839103377,551.3498646467384,0.9677484459514006,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,20,0,21925,66.94554904,1,0.7422007594513524,742.664284280912,551.205995810688,0.9677080810527166,1-Highest Review (Top 5%)
Male,D,Medium,Housewife,1,18,0,14840,270.874006,1,0.8571850355820563,642.8266170134648,551.0213565777797,0.9676677161540325,1-Highest Review (Top 5%)
Female,B,Large,Unemployed,1,18,0,47500,100.3048589,1,0.7739226190749164,711.8607718505682,550.9251529672833,0.9676273512553484,1-Highest Review (Top 5%)
